Aaa Author-abbrv;Title-abbrv;shortauthor;origtitle;shorthand;bibtexkey;author;maintitle;title;origlanguage;year;number;volume;translator;editor;entry;
Eur.;Ion;Euripides;Ion;Eur. Ion;Eur_Ion;Euripides;;;;;;;;;@Book{Eur_Ion,author ={Euripides}, title ={Ion}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Ion}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Ion}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Ion,author ={Euripides},  origtitle = {Ion }, shorthand = {Eur. Ion}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eur.;Iph. A.;Euripides;Iphigenia Aulidensis;Eur. Iph. A.;Eur_Iph_A;Euripides;;;;;;;;;@Book{Eur_Iph_A,author ={Euripides}, title ={Iphigenia Aulidensis}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Iphigenia Aulidensis}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Iph. A.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Iph_A,author ={Euripides},  origtitle = {Iphigenia Aulidensis }, shorthand = {Eur. Iph. A.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eur.;Iph. T.;Euripides;Iphigenia Taurica;Eur. Iph. T.;Eur_Iph_T;Euripides;;;;;;;;;@Book{Eur_Iph_T,author ={Euripides}, title ={Iphigenia Taurica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Iphigenia Taurica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Iph. T.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Iph_T,author ={Euripides},  origtitle = {Iphigenia Taurica }, shorthand = {Eur. Iph. T.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eur.;Med.;Euripides;Medea;Eur. Med.;Eur_Med;Euripides;;;;;;;;;@Book{Eur_Med,author ={Euripides}, title ={Medea}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Medea}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Med.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Med,author ={Euripides},  origtitle = {Medea }, shorthand = {Eur. Med.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eur.;Or.;Euripides;Orestes;Eur. Or.;Eur_Or;Euripides;;;;;;;;;@Book{Eur_Or,author ={Euripides}, title ={Orestes}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Orestes}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Or.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Or,author ={Euripides},  origtitle = {Orestes }, shorthand = {Eur. Or.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eur.;Phoen.;Euripides;Phoenissae;Eur. Phoen.;Eur_Phoen;Euripides;;;;;;;;;@Book{Eur_Phoen,author ={Euripides}, title ={Phoenissae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Phoenissae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Phoen.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Phoen,author ={Euripides},  origtitle = {Phoenissae }, shorthand = {Eur. Phoen.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eur.;Rhes.;Euripides;Rhesus;Eur. Rhes.;Eur_Rhes;Euripides;;;;;;;;;@Book{Eur_Rhes,author ={Euripides}, title ={Rhesus}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Rhesus}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Rhes.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Rhes,author ={Euripides},  origtitle = {Rhesus }, shorthand = {Eur. Rhes.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eur.;Suppl.;Euripides;Supplices (ἱκέτιδες);Eur. Suppl.;Eur_Suppl;Euripides;;;;;;;;;@Book{Eur_Suppl,author ={Euripides}, title ={Supplices (ἱκέτιδες)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Supplices (ἱκέτιδες)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Suppl.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Suppl,author ={Euripides},  origtitle = {Supplices (ἱκέτιδες) }, shorthand = {Eur. Suppl.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eur.;Tro.;Euripides;Troades;Eur. Tro.;Eur_Tro;Euripides;;;;;;;;;@Book{Eur_Tro,author ={Euripides}, title ={Troades}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Troades}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eur. Tro.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},};@Book{Eur_Tro,author ={Euripides},  origtitle = {Troades }, shorthand = {Eur. Tro.}, shortauthor = {Euripides}, keywords = {ancient}, options = {antik},}
Eus.;De. Ev.;Eusebios;Demonstratio Evangelica;Eus. De. Ev.;Eus_De_Ev;Eusebios;;;;;;;;;@Book{Eus_De_Ev,author ={Eusebios}, title ={Demonstratio Evangelica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Demonstratio Evangelica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eus. De. Ev.}, shortauthor = {Eusebios}, keywords = {ancient}, options = {antik},};@Book{Eus_De_Ev,author ={Eusebios},  origtitle = {Demonstratio Evangelica }, shorthand = {Eus. De. Ev.}, shortauthor = {Eusebios}, keywords = {ancient}, options = {antik},}
Eus.;HE;Eusebios;Historia Ecclesiastica;Eus. HE;Eus_HE;Eusebios;;;;;;;;;@Book{Eus_HE,author ={Eusebios}, title ={Historia Ecclesiastica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Historia Ecclesiastica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eus. HE}, shortauthor = {Eusebios}, keywords = {ancient}, options = {antik},};@Book{Eus_HE,author ={Eusebios},  origtitle = {Historia Ecclesiastica }, shorthand = {Eus. HE}, shortauthor = {Eusebios}, keywords = {ancient}, options = {antik},}
Eus.;On.;Eusebios;Onomastikon;Eus. On.;Eus_On;Eusebios;;;;;;;;;@Book{Eus_On,author ={Eusebios}, title ={Onomastikon}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Onomastikon}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eus. On.}, shortauthor = {Eusebios}, keywords = {ancient}, options = {antik},};@Book{Eus_On,author ={Eusebios},  origtitle = {Onomastikon }, shorthand = {Eus. On.}, shortauthor = {Eusebios}, keywords = {ancient}, options = {antik},}
Eus.;Pr. Ev.;Eusebios;Praeparatio Evangelica;Eus. Pr. Ev.;Eus_Pr_Ev;Eusebios;;;;;;;;;@Book{Eus_Pr_Ev,author ={Eusebios}, title ={Praeparatio Evangelica}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Praeparatio Evangelica}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eus. Pr. Ev.}, shortauthor = {Eusebios}, keywords = {ancient}, options = {antik},};@Book{Eus_Pr_Ev,author ={Eusebios},  origtitle = {Praeparatio Evangelica }, shorthand = {Eus. Pr. Ev.}, shortauthor = {Eusebios}, keywords = {ancient}, options = {antik},}
Eust.;;Eustathios;;Eust.;Eust;;;;;;;;;;@Book{Eust,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eust.}, shortauthor = {Eustathios}, keywords = {ancient}, options = {antik},};@Book{Eust,author ={},  origtitle = { }, shorthand = {Eust.}, shortauthor = {Eustathios}, keywords = {ancient}, options = {antik},}
Eutr.;;Eutropius;;Eutr.;Eutr;;;;;;;;;;@Book{Eutr,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Eutr.}, shortauthor = {Eutropius}, keywords = {ancient}, options = {antik},};@Book{Eutr,author ={},  origtitle = { }, shorthand = {Eutr.}, shortauthor = {Eutropius}, keywords = {ancient}, options = {antik},}
Fest.;;Festus;;Fest.;Fest;Pompeius Festus, {Sex}tus;;;;;;;;;@Book{Fest,author ={Pompeius Festus, {Sex}tus}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Fest.}, shortauthor = {Festus}, keywords = {ancient}, options = {antik},};@Book{Fest,author ={Pompeius Festus, {Sex}tus},  origtitle = { }, shorthand = {Fest.}, shortauthor = {Festus}, keywords = {ancient}, options = {antik},}
Flor.;epit.;Florus;epitoma de Tito Livio;Flor.  epit.;Flor_epit;Annius Florus, Publius;;;;;;;;;@Book{Flor_epit,author ={Annius Florus, Publius}, title ={epitoma de Tito Livio}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epitoma de Tito Livio}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Flor.  epit.}, shortauthor = {Florus}, keywords = {ancient}, options = {antik},};@Book{Flor_epit,author ={Annius Florus, Publius},  origtitle = {epitoma de Tito Livio }, shorthand = {Flor.  epit.}, shortauthor = {Florus}, keywords = {ancient}, options = {antik},}
Frontin.;aqu. strat.;Frontinus;de aquae ductu urbis Romae strategemata;Frontin. aqu. strat.;Frontin_aqu_strat;;;;;;;;;;@Book{Frontin_aqu_strat,author ={}, title ={de aquae ductu urbis Romae strategemata}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de aquae ductu urbis Romae strategemata}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Frontin. aqu. strat.}, shortauthor = {Frontinus}, keywords = {ancient}, options = {antik},};@Book{Frontin_aqu_strat,author ={},  origtitle = {de aquae ductu urbis Romae strategemata }, shorthand = {Frontin. aqu. strat.}, shortauthor = {Frontinus}, keywords = {ancient}, options = {antik},}
Fulg.;;Fulgentius Afer;;Fulg.;Fulg;;;;;;;;;;@Book{Fulg,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Fulg.}, shortauthor = {Fulgentius Afer}, keywords = {ancient}, options = {antik},};@Book{Fulg,author ={},  origtitle = { }, shorthand = {Fulg.}, shortauthor = {Fulgentius Afer}, keywords = {ancient}, options = {antik},}
Gal;;Galaterbrief;;Ga.;Ga;;;;;;;;;;@Book{Ga,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Ga.}, shortauthor = {Galaterbrief}, keywords = {ancient}, options = {antik},};@Book{Ga,author ={},  origtitle = { }, shorthand = {Ga.}, shortauthor = {Galaterbrief}, keywords = {ancient}, options = {antik},}
Gal.;;Galenos;;Gal.;Gal;;;;;;;;;;@Book{Gal,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Gal.}, shortauthor = {Galenos}, keywords = {ancient}, options = {antik},};@Book{Gal,author ={},  origtitle = { }, shorthand = {Gal.}, shortauthor = {Galenos}, keywords = {ancient}, options = {antik},}
Gell.;;Gellius;noctes Atticae;Gell.;Gell;Aulus Gellius;;;;;;;;;@Book{Gell,author ={Aulus Gellius}, title ={noctes Atticae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {noctes Atticae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Gell.}, shortauthor = {Gellius}, keywords = {ancient}, options = {antik},};@Book{Gell,author ={Aulus Gellius},  origtitle = {noctes Atticae }, shorthand = {Gell.}, shortauthor = {Gellius}, keywords = {ancient}, options = {antik},}
Gorg.;;Gorgias;;Gorg.;Gorg;;;;;;;;;;@Book{Gorg,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Gorg.}, shortauthor = {Gorgias}, keywords = {ancient}, options = {antik},};@Book{Gorg,author ={},  origtitle = { }, shorthand = {Gorg.}, shortauthor = {Gorgias}, keywords = {ancient}, options = {antik},}
Greg. M.;dial.;Gregorius Magnus;dialogi (de miraculis patrum Italicorum);Greg. M. dial.;Greg_M_dial;;;;;;;;;;@Book{Greg_M_dial,author ={}, title ={dialogi (de miraculis patrum Italicorum)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {dialogi (de miraculis patrum Italicorum)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. M. dial.}, shortauthor = {Gregorius Magnus}, keywords = {ancient}, options = {antik},};@Book{Greg_M_dial,author ={},  origtitle = {dialogi (de miraculis patrum Italicorum) }, shorthand = {Greg. M. dial.}, shortauthor = {Gregorius Magnus}, keywords = {ancient}, options = {antik},}
Greg. M.;epist.;Gregorius Magnus;epistulae;Greg. M. epist.;Greg_M_epist;;;;;;;;;;@Book{Greg_M_epist,author ={}, title ={epistulae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. M. epist.}, shortauthor = {Gregorius Magnus}, keywords = {ancient}, options = {antik},};@Book{Greg_M_epist,author ={},  origtitle = {epistulae }, shorthand = {Greg. M. epist.}, shortauthor = {Gregorius Magnus}, keywords = {ancient}, options = {antik},}
Greg. M.;past.;Gregorius Magnus;regula pastoralis;Greg. M. past.;Greg_M_past;;;;;;;;;;@Book{Greg_M_past,author ={}, title ={regula pastoralis}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {regula pastoralis}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. M. past.}, shortauthor = {Gregorius Magnus}, keywords = {ancient}, options = {antik},};@Book{Greg_M_past,author ={},  origtitle = {regula pastoralis }, shorthand = {Greg. M. past.}, shortauthor = {Gregorius Magnus}, keywords = {ancient}, options = {antik},}
Greg. Naz.;epist.;Gregorius Nazianzienus;epistulae;Greg. Naz. epist.;Greg_Naz_epist;;;;;;;;;;@Book{Greg_Naz_epist,author ={}, title ={epistulae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. Naz. epist.}, shortauthor = {Gregorius Nazianzienus}, keywords = {ancient}, options = {antik},};@Book{Greg_Naz_epist,author ={},  origtitle = {epistulae }, shorthand = {Greg. Naz. epist.}, shortauthor = {Gregorius Nazianzienus}, keywords = {ancient}, options = {antik},}
Greg. Naz.;or.;Gregorius Nazianzienus;orationes;Greg. Naz. or.;Greg_Naz_or;;;;;;;;;;@Book{Greg_Naz_or,author ={}, title ={orationes}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {orationes}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. Naz. or.}, shortauthor = {Gregorius Nazianzienus}, keywords = {ancient}, options = {antik},};@Book{Greg_Naz_or,author ={},  origtitle = {orationes }, shorthand = {Greg. Naz. or.}, shortauthor = {Gregorius Nazianzienus}, keywords = {ancient}, options = {antik},}
Greg. Nyss.;;Gregorius Nyssenus;;Greg. Nyss.;Greg_Nyss;;;;;;;;;;@Book{Greg_Nyss,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. Nyss.}, shortauthor = {Gregorius Nyssenus}, keywords = {ancient}, options = {antik},};@Book{Greg_Nyss,author ={},  origtitle = { }, shorthand = {Greg. Nyss.}, shortauthor = {Gregorius Nyssenus}, keywords = {ancient}, options = {antik},}
Greg. Tur.;Franc.;Gregorius von Tours;historia Francorum;Greg. Tur. Franc.;Greg_Tur_Franc;;;;;;;;;;@Book{Greg_Tur_Franc,author ={}, title ={historia Francorum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {historia Francorum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. Tur. Franc.}, shortauthor = {Gregorius von Tours}, keywords = {ancient}, options = {antik},};@Book{Greg_Tur_Franc,author ={},  origtitle = {historia Francorum }, shorthand = {Greg. Tur. Franc.}, shortauthor = {Gregorius von Tours}, keywords = {ancient}, options = {antik},}
Greg. Tur.;Mart.;Gregorius von Tours;de virtutibus Martini;Greg. Tur. Mart.;Greg_Tur_Mart;;;;;;;;;;@Book{Greg_Tur_Mart,author ={}, title ={de virtutibus Martini}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de virtutibus Martini}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. Tur. Mart.}, shortauthor = {Gregorius von Tours}, keywords = {ancient}, options = {antik},};@Book{Greg_Tur_Mart,author ={},  origtitle = {de virtutibus Martini }, shorthand = {Greg. Tur. Mart.}, shortauthor = {Gregorius von Tours}, keywords = {ancient}, options = {antik},}
Greg. Tur.;vit. patr.;Gregorius von Tours;de vita patrum;Greg. Tur. vit. patr.;Greg_Tur_vit_patr;;;;;;;;;;@Book{Greg_Tur_vit_patr,author ={}, title ={de vita patrum}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {de vita patrum}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Greg. Tur. vit. patr.}, shortauthor = {Gregorius von Tours}, keywords = {ancient}, options = {antik},};@Book{Greg_Tur_vit_patr,author ={},  origtitle = {de vita patrum }, shorthand = {Greg. Tur. vit. patr.}, shortauthor = {Gregorius von Tours}, keywords = {ancient}, options = {antik},}
Hdt.;;Herodot;;Hdt.;Hdt;Herodotos;;;;;;;;;@Book{Hdt,author ={Herodotos}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hdt.}, shortauthor = {Herodot}, keywords = {ancient}, options = {antik},};@Book{Hdt,author ={Herodotos},  origtitle = { }, shorthand = {Hdt.}, shortauthor = {Herodot}, keywords = {ancient}, options = {antik},}
Hekat.;;Hekataios;;Hekat.;Hekat;;;;;;;;;;@Book{Hekat,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hekat.}, shortauthor = {Hekataios}, keywords = {ancient}, options = {antik},};@Book{Hekat,author ={},  origtitle = { }, shorthand = {Hekat.}, shortauthor = {Hekataios}, keywords = {ancient}, options = {antik},}
Herakl.;;Herakleitos;;Herakl.;Herakl;;;;;;;;;;@Book{Herakl,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Herakl.}, shortauthor = {Herakleitos}, keywords = {ancient}, options = {antik},};@Book{Herakl,author ={},  origtitle = { }, shorthand = {Herakl.}, shortauthor = {Herakleitos}, keywords = {ancient}, options = {antik},}
Herakl. Pont.;;Herakleides Pontikos;;Herakl. Pont.;Herakl_Pont;;;;;;;;;;@Book{Herakl_Pont,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Herakl. Pont.}, shortauthor = {Herakleides Pontikos}, keywords = {ancient}, options = {antik},};@Book{Herakl_Pont,author ={},  origtitle = { }, shorthand = {Herakl. Pont.}, shortauthor = {Herakleides Pontikos}, keywords = {ancient}, options = {antik},}
Herm. Trism.;;Hermes Trismegistos;;Herm. Trism.;Herm_Trism;;;;;;;;;;@Book{Herm_Trism,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Herm. Trism.}, shortauthor = {Hermes Trismegistos}, keywords = {ancient}, options = {antik},};@Book{Herm_Trism,author ={},  origtitle = { }, shorthand = {Herm. Trism.}, shortauthor = {Hermes Trismegistos}, keywords = {ancient}, options = {antik},}
Herodian.;;Herodianos;;Herodian.;Herodian;;;;;;;;;;@Book{Herodian,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Herodian.}, shortauthor = {Herodianos}, keywords = {ancient}, options = {antik},};@Book{Herodian,author ={},  origtitle = { }, shorthand = {Herodian.}, shortauthor = {Herodianos}, keywords = {ancient}, options = {antik},}
Hes.;cat.;Hesiodos;Catalogues feminarum (ἠοίαι);Hes. cat.;Hes_cat;;;;;;;;;;@Book{Hes_cat,author ={}, title ={Catalogues feminarum (ἠοίαι)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Catalogues feminarum (ἠοίαι)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hes. cat.}, shortauthor = {Hesiodos}, keywords = {ancient}, options = {antik},};@Book{Hes_cat,author ={},  origtitle = {Catalogues feminarum (ἠοίαι) }, shorthand = {Hes. cat.}, shortauthor = {Hesiodos}, keywords = {ancient}, options = {antik},}
Hes.;erg.;Hesiodos;opera et dies (ἔργα καὶ ἡμέραι);Hes. erg.;Hes_erg;;;;;;;;;;@Book{Hes_erg,author ={}, title ={opera et dies (ἔργα καὶ ἡμέραι)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {opera et dies (ἔργα καὶ ἡμέραι)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hes. erg.}, shortauthor = {Hesiodos}, keywords = {ancient}, options = {antik},};@Book{Hes_erg,author ={},  origtitle = {opera et dies (ἔργα καὶ ἡμέραι) }, shorthand = {Hes. erg.}, shortauthor = {Hesiodos}, keywords = {ancient}, options = {antik},}
Hes.;scut.;Hesiodos;scutum (ἀσπίς);Hes. scut.;Hes_scut;;;;;;;;;;@Book{Hes_scut,author ={}, title ={scutum (ἀσπίς)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {scutum (ἀσπίς)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hes. scut.}, shortauthor = {Hesiodos}, keywords = {ancient}, options = {antik},};@Book{Hes_scut,author ={},  origtitle = {scutum (ἀσπίς) }, shorthand = {Hes. scut.}, shortauthor = {Hesiodos}, keywords = {ancient}, options = {antik},}
Hes.;theog.;Hesiodos;Theogonia;Hes. theog.;Hes_theog;;;;;;;;;;@Book{Hes_theog,author ={}, title ={Theogonia}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {Theogonia}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hes. theog.}, shortauthor = {Hesiodos}, keywords = {ancient}, options = {antik},};@Book{Hes_theog,author ={},  origtitle = {Theogonia }, shorthand = {Hes. theog.}, shortauthor = {Hesiodos}, keywords = {ancient}, options = {antik},}
Hesych.;;Hesychios;;Hesych.;Hesych;;;;;;;;;;@Book{Hesych,author ={}, title ={}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hesych.}, shortauthor = {Hesychios}, keywords = {ancient}, options = {antik},};@Book{Hesych,author ={},  origtitle = { }, shorthand = {Hesych.}, shortauthor = {Hesychios}, keywords = {ancient}, options = {antik},}
Hier.;chron.;Hieronymos;chronicon;Hier. chron.;Hier_chron;;;;;;;;;;@Book{Hier_chron,author ={}, title ={chronicon}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {chronicon}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hier. chron.}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},};@Book{Hier_chron,author ={},  origtitle = {chronicon }, shorthand = {Hier. chron.}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},}
Hier.;comm.in Ez;Hieronymos;commentaria in Ezechielem (PL 25);Hier. comm.in Ez;Hier_commin_Ez;;;;;;;;;;@Book{Hier_commin_Ez,author ={}, title ={commentaria in Ezechielem (PL 25)}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {commentaria in Ezechielem (PL 25)}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hier. comm.in Ez}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},};@Book{Hier_commin_Ez,author ={},  origtitle = {commentaria in Ezechielem (PL 25) }, shorthand = {Hier. comm.in Ez}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},}
Hier.;epist.;Hieronymos;epistulae;Hier. epist.;Hier_epist;;;;;;;;;;@Book{Hier_epist,author ={}, title ={epistulae}, publisher = HUP, location = {Cambridge, MA and London}, year = {}, volume = {}, series = LCL-lang, shortseries = LCL-kurz, origtitle = {epistulae}, origlanguage = {}, translator = {}, editor = {}, shorthand = {Hier. epist.}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},};@Book{Hier_epist,author ={},  origtitle = {epistulae }, shorthand = {Hier. epist.}, shortauthor = {Hieronymos}, keywords = {ancient}, options = {antik},}
